### ТАБЛИЦА: store ###
city,store_location,store_name,store_number,store_id,address,zip_code,county_id
2020-04-07,2020,7,90,4
2018-10-05,2018,5,91,10
2021-01-15,2021,15,92,1
2018-10-15,2018,15,93,10
2022-05-17,2022,17,94,5
2018-08-22,2018,22,95,8
2020-10-06,2020,6,96,10
2019-06-24,2019,24,97,6
2019-03-12,2019,12,98,3
2019-03-11,2019,11,99,3
2022-03-30,2022,30,100,3
2020-08-26,2020,26,101,8
2020-05-26,2020,26,102,5
2021-08-19,2021,19,103,8
2021-07-30,2021,30,104,7
2023-09-06,2023,6,105,9
2022-09-16,2022,16,106,9
2022-06-15,2022,15,107,6
2019-05-10,2019,10,108,5
2018-09-07,2018,7,109,9
2019-11-26,2019,26,110,11
2020-08-07,2020,7,111,8
2019-12-16,2019,16,112,12
2021-03-11,2021,11,113,3
2022-03-18,2022,18,114,3
2020-10-07,2020,7,115,10
2020-06-24,2020,24,116,6
2022-04-04,2022,4,117,4
2020-03-11,2020,11,118,3
2018-10-11,2018,11,119,10
2020-07-31,2020,31,120,7
2021-03-15,2021,15,121,3
2019-04-25,2019,25,122,4
2022-12-02,2022,2,123,12
2022-04-22,2022,22,124,4
2021-11-04,2021,4,125,11
2019-03-13,2019,13,126,3
2020-10-16,2020,16,127,10
2020-03-31,2020,31,128,3
2022-06-27,2022,27,129,6
2022-10-05,2022,5,130,10
2023-01-17,2023,17,131,1
2018-12-13,2018,13,132,12
2020-06-12,2020,12,133,6
2022-03-03,2022,3,134,3
2018-11-05,2018,5,135,11
2020-08-20,2020,20,136,8
2021-11-15,2021,15,137,11
2022-01-11,2022,11,138,1
2021-02-05,2021,5,139,2
2021-12-03,2021,3,140,12
2020-12-24,2020,24,141,12
2023-02-23,2023,23,142,2
2020-06-23,2020,23,143,6
2020-07-30,2020,30,144,7
2021-05-06,2021,6,145,5
2018-10-04,2018,4,146,10
2023-07-31,2023,31,147,7
2022-02-11,2022,11,148,2
2020-05-28,2020,28,149,5
2023-05-05,2023,5,150,5
2022-08-10,2022,10,151,8
2018-11-12,2018,12,152,11
2021-02-22,2021,22,153,2
2022-10-31,2022,31,154,10
2020-09-15,2020,15,155,9
2021-06-22,2021,22,156,6
2020-07-08,2020,8,157,7
2021-01-26,2021,26,158,1
2021-09-09,2021,9,159,9
2023-06-28,2023,28,160,6
2022-04-19,2022,19,161,4
2020-02-07,2020,7,162,2
2019-09-24,2019,24,163,9
2023-07-06,2023,6,164,7
2023-05-16,2023,16,165,5
2022-04-06,2022,6,166,4
2018-12-28,2018,28,167,12
2021-03-09,2021,9,168,3
2023-05-03,2023,3,169,5
2023-07-17,2023,17,170,7
2021-06-15,2021,15,171,6
2019-06-11,2019,11,172,6
2022-12-14,2022,14,173,12
2021-07-19,2021,19,174,7
2022-03-21,2022,21,175,3
2022-11-16,2022,16,176,11
2023-01-25,2023,25,177,1
2021-01-21,2021,21,178,1
2020-06-11,2020,11,179,6
2020-12-21,2020,21,180,12
2023-07-05,2023,5,181,7
2020-01-14,2020,14,182,1
2020-02-19,2020,19,183,2
2021-02-03,2021,3,184,2
2022-12-28,2022,28,185,12
2022-07-15,2022,15,186,7
2021-06-02,2021,2,187,6
2023-02-06,2023,6,188,2
2023-09-20,2023,20,189,9
2021-04-27,2021,27,190,4
2022-08-31,2022,31,191,8
2019-08-29,2019,29,192,8
2020-01-31,2020,31,193,1
2019-07-26,2019,26,194,7
2021-07-12,2021,12,195,7
2020-02-14,2020,14,196,2
2022-01-13,2022,13,197,1
2023-02-22,2023,22,198,2
2022-10-12,2022,12,199,10
2019-04-15,2019,15,200,4
2022-08-17,2022,17,201,8
2019-05-20,2019,20,202,5
2019-02-27,2019,27,203,2
2020-02-06,2020,6,204,2
2020-05-21,2020,21,205,5
2022-01-27,2022,27,206,1
2022-12-06,2022,6,207,12
2023-01-16,2023,16,208,1
2020-08-21,2020,21,209,8
2021-02-25,2021,25,210,2
2021-09-15,2021,15,211,9
2018-10-22,2018,22,212,10
2021-10-13,2021,13,213,10
2023-06-27,2023,27,214,6
2023-06-30,2023,30,215,6
2019-08-01,2019,1,216,8
2022-11-30,2022,30,217,11
2020-02-04,2020,4,218,2
2020-08-03,2020,3,219,8
2020-03-03,2020,3,220,3
2020-12-07,2020,7,221,12
2023-04-25,2023,25,222,4
2020-10-14,2020,14,223,10
2018-09-26,2018,26,224,9
2022-10-11,2022,11,225,10
2022-10-06,2022,6,226,10
2022-05-05,2022,5,227,5
2020-10-09,2020,9,228,10
2019-12-06,2019,6,229,12
2021-07-07,2021,7,230,7
2020-04-27,2020,27,231,4
2021-04-01,2021,1,232,4
2022-08-04,2022,4,233,8
2020-08-18,2020,18,234,8
2021-03-23,2021,23,235,3
2022-10-13,2022,13,236,10
2018-10-18,2018,18,237,10
2021-10-28,2021,28,238,10
2021-09-02,2021,2,239,9
2020-05-05,2020,5,240,5
2022-01-12,2022,12,241,1
2019-12-10,2019,10,242,12
2020-10-08,2020,8,243,10
2018-12-17,2018,17,244,12
2019-01-08,2019,8,245,1
2019-02-05,2019,5,246,2
2021-03-02,2021,2,247,3
2022-11-11,2022,11,248,11
2019-02-20,2019,20,249,2
2019-06-21,2019,21,250,6
2020-04-15,2020,15,251,4
2022-05-11,2022,11,252,5
2022-10-14,2022,14,253,10
2022-10-03,2022,3,254,10
2018-10-10,2018,10,255,10
2022-07-11,2022,11,256,7
2020-02-21,2020,21,257,2
2022-08-22,2022,22,258,8
2021-04-26,2021,26,259,4
2023-03-20,2023,20,260,3
2022-10-24,2022,24,261,10
2022-11-21,2022,21,262,11
2019-06-14,2019,14,263,6
2018-10-23,2018,23,264,10
2021-04-29,2021,29,265,4
2019-03-21,2019,21,266,3
2021-12-16,2021,16,267,12
2020-08-14,2020,14,268,8
2020-06-04,2020,4,269,6
2019-06-13,2019,13,270,6
2021-06-14,2021,14,271,6
2020-07-16,2020,16,272,7
2022-05-12,2022,12,273,5
2018-08-15,2018,15,274,8
2023-02-28,2023,28,275,2
2020-05-08,2020,8,276,5
2020-07-09,2020,9,277,7
2021-12-09,2021,9,278,12
2018-08-02,2018,2,279,8
2018-12-20,2018,20,280,12
2019-08-22,2019,22,281,8
2021-09-22,2021,22,282,9
2019-06-03,2019,3,283,6
2022-07-05,2022,5,284,7
2023-02-08,2023,8,285,2
2022-04-27,2022,27,286,4
2022-10-18,2022,18,287,10
2019-07-03,2019,3,288,7
2022-02-15,2022,15,289,2
2022-11-10,2022,10,290,11
2019-05-15,2019,15,291,5
2018-08-28,2018,28,292,8
2019-11-29,2019,29,293,11
2020-04-24,2020,24,294,4
2019-06-05,2019,5,295,6
2019-11-23,2019,23,296,11
2020-11-27,2020,27,297,11
2021-12-10,2021,10,298,12
2019-04-29,2019,29,299,4
2021-05-07,2021,7,300,5
2019-10-11,2019,11,301,10
2019-05-07,2019,7,302,5
2021-06-24,2021,24,303,6
2019-04-01,2019,1,304,4
2019-05-24,2019,24,305,5
2019-06-20,2019,20,306,6
2021-03-01,2021,1,307,3
2019-03-18,2019,18,308,3
2019-03-20,2019,20,309,3
2020-12-02,2020,2,310,12
2019-02-18,2019,18,311,2
2019-12-13,2019,13,312,12
2018-09-19,2018,19,313,9
2019-09-25,2019,25,314,9
2020-08-31,2020,31,315,8
2020-11-12,2020,12,316,11
2023-05-25,2023,25,317,5
2019-06-26,2019,26,318,6
2020-04-03,2020,3,319,4
2019-11-04,2019,4,320,11
2023-06-01,2023,1,321,6
2022-11-22,2022,22,322,11
2020-10-20,2020,20,323,10
2020-03-06,2020,6,324,3
2019-03-06,2019,6,325,3
2023-06-12,2023,12,326,6
2023-06-15,2023,15,327,6
2022-10-17,2022,17,328,10
2019-07-29,2019,29,329,7
2022-04-14,2022,14,330,4
2019-09-20,2019,20,331,9
2023-01-19,2023,19,332,1
2019-12-09,2019,9,333,12
2023-03-02,2023,2,334,3
2023-01-27,2023,27,335,1
2021-06-05,2021,5,336,6
2022-06-16,2022,16,337,6
2021-04-15,2021,15,338,4
2019-12-03,2019,3,339,12
2019-10-22,2019,22,340,10
2021-05-28,2021,28,341,5
2022-07-26,2022,26,342,7
2020-12-16,2020,16,343,12
2020-11-03,2020,3,344,11
2020-04-10,2020,10,345,4
2022-11-09,2022,9,346,11
2023-08-29,2023,29,347,8
2020-09-04,2020,4,348,9
2021-10-04,2021,4,349,10
2019-08-12,2019,12,350,8
2021-10-25,2021,25,351,10
2019-07-19,2019,19,352,7
2019-03-25,2019,25,353,3
2021-09-30,2021,30,354,9
2022-04-13,2022,13,355,4
2021-08-26,2021,26,356,8
2019-04-16,2019,16,357,4
2019-02-15,2019,15,358,2
2020-06-02,2020,2,359,6
2018-11-16,2018,16,360,11
2021-06-17,2021,17,361,6
2023-03-06,2023,6,362,3
2019-12-26,2019,26,363,12
2021-03-31,2021,31,364,3
2021-04-21,2021,21,365,4
2023-05-02,2023,2,366,5
2023-05-11,2023,11,367,5
2023-01-18,2023,18,368,1
2019-12-11,2019,11,369,12
2019-12-30,2019,30,370,12
2018-12-21,2018,21,371,12
2019-06-04,2019,4,372,6
2019-08-14,2019,14,373,8
2020-08-25,2020,25,374,8
2019-02-07,2019,7,375,2
2022-02-08,2022,8,376,2
2020-03-24,2020,24,377,3
2023-01-06,2023,6,378,1
2018-11-07,2018,7,379,11
2023-02-15,2023,15,380,2
2019-04-10,2019,10,381,4
2019-05-03,2019,3,382,5
2019-09-30,2019,30,383,9
2022-12-15,2022,15,384,12
2018-09-06,2018,6,385,9
2022-08-05,2022,5,386,8
2018-09-17,2018,17,387,9
2022-12-01,2022,1,388,12
2023-08-23,2023,23,389,8
2022-08-02,2022,2,390,8
2021-05-25,2021,25,391,5
2020-07-07,2020,7,392,7
2020-05-15,2020,15,393,5
2020-07-15,2020,15,394,7
2023-04-04,2023,4,395,4
2022-11-29,2022,29,396,11
2018-12-31,2018,31,397,12
2021-12-22,2021,22,398,12
2019-11-21,2019,21,399,11
2022-06-30,2022,30,400,6
2019-06-10,2019,10,401,6
2023-06-03,2023,3,402,6
2023-03-01,2023,1,403,3
2020-08-19,2020,19,404,8
2021-07-20,2021,20,405,7
2022-12-12,2022,12,406,12
2018-11-29,2018,29,407,11
2021-01-05,2021,5,408,1

### ТАБЛИЦА: fact_sales ###
invoice_and_item_number,store_id,item_id,state_bottle_retail,sale_dollars,volume_sold_gallons,fact_id,date_id,vendor_id,state_bottle_cost,bottles_sold,volume_sold_liters
INV-49060000007,1,1,8.45,8.45,0.0,1,2,1,5.63,1,0.02
INV-29396200023,2,3,16.61,398.64,4.75,2,4,3,11.07,24,18.0
INV-31862800085,12,4,6.71,161.04,4.75,3,5,4,4.47,24,18.0
INV-54620900053,3,5,31.49,755.76,4.75,4,6,5,20.99,24,18.0
INV-24422600097,4,6,36.72,881.28,4.75,5,7,6,24.48,24,18.0
INV-14931100058,5,7,29.97,719.28,4.75,6,8,6,19.98,24,18.0
INV-39028600022,6,8,20.25,486.0,4.75,7,9,5,13.5,24,18.0
INV-22606500019,7,8,20.25,486.0,4.75,8,10,5,13.5,24,18.0
INV-21464900121,8,9,52.49,1259.76,4.75,9,11,7,34.99,24,18.0
INV-28890400005,9,10,10.13,243.12,4.75,10,12,4,6.75,24,18.0
INV-46063500002,10,10,7.85,188.4,4.75,11,13,4,5.23,24,18.0
INV-34736200034,11,10,7.85,188.4,4.75,12,14,4,5.23,24,18.0
INV-25218500014,10,10,10.13,243.12,4.75,13,15,4,6.75,24,18.0
INV-62239900001,12,10,8.61,206.64,4.75,14,16,4,5.74,24,18.0
INV-34763600004,13,10,7.85,188.4,4.75,15,18,4,5.23,24,18.0
INV-36806800008,14,10,7.85,188.4,4.75,16,20,4,5.23,24,18.0
INV-38217000009,15,10,7.85,188.4,4.75,17,21,4,5.23,24,18.0
INV-37877300003,16,10,7.85,188.4,4.75,18,22,4,5.23,24,18.0
INV-62687400001,17,11,26.24,629.76,4.75,19,23,5,17.49,24,18.0
INV-41741600008,18,12,24.89,597.36,4.75,20,25,5,16.59,24,18.0
INV-31484400023,19,12,23.39,561.36,4.75,21,26,5,15.59,24,18.0
INV-59419300002,20,13,26.24,629.76,4.75,22,28,5,17.49,24,18.0
INV-61338500002,14,13,26.24,629.76,4.75,23,29,5,17.49,24,18.0
INV-55253600010,21,13,26.24,629.76,4.75,24,31,5,17.49,24,18.0
INV-19732200091,22,15,11.03,661.8,4.75,25,32,5,7.35,60,18.0
INV-24020900011,23,16,12.0,576.0,4.75,26,33,5,8.0,48,18.0
INV-19707800004,24,17,23.39,561.36,4.75,27,32,5,15.59,24,18.0
INV-24489000007,25,17,23.39,561.36,4.75,28,34,5,15.59,24,18.0
INV-24803800103,26,17,23.39,561.36,4.75,29,35,5,15.59,24,18.0
INV-52783500017,27,17,26.24,629.76,4.75,30,36,5,17.49,24,18.0
INV-39741900013,28,17,24.89,597.36,4.75,31,37,5,16.59,24,18.0
INV-58819600004,29,17,26.24,629.76,4.75,32,38,5,17.49,24,18.0
INV-34468800009,22,17,23.39,561.36,4.75,33,39,5,15.59,24,18.0
INV-18133700004,30,17,23.39,561.36,4.75,34,40,5,15.59,24,18.0
INV-33336900008,31,17,23.39,561.36,4.75,35,41,5,15.59,24,18.0
INV-35327600033,32,17,24.89,561.36,4.75,36,42,5,16.59,24,18.0
INV-61852300003,33,17,26.24,629.76,4.75,37,43,5,17.49,24,18.0
INV-40262300007,34,17,24.89,597.36,4.75,38,44,5,16.59,24,18.0
INV-30074800005,35,17,23.39,561.36,4.75,39,45,5,15.59,24,18.0
INV-47801900002,36,17,26.24,629.76,4.75,40,46,5,17.49,24,18.0
INV-31499100010,37,17,23.39,561.36,4.75,41,26,5,15.59,24,18.0
INV-38362800034,38,17,24.89,597.36,4.75,42,47,5,16.59,24,18.0
INV-17652600027,39,17,23.39,561.36,4.75,43,49,5,15.59,24,18.0
INV-38383500018,40,17,24.89,597.36,4.75,44,47,5,16.59,24,18.0
INV-41070000034,41,18,12.0,576.0,4.75,45,51,5,8.0,48,18.0
INV-17995600027,42,18,12.0,576.0,4.75,46,52,5,8.0,48,18.0
INV-13814000011,43,19,23.39,561.36,4.75,47,53,5,15.59,24,18.0
INV-31821100006,44,19,23.39,561.36,4.75,48,54,5,15.59,24,18.0
INV-28692200011,5,19,23.39,561.36,4.75,49,55,5,15.59,24,18.0
INV-40056200074,45,19,24.89,597.36,4.75,50,56,5,16.59,24,18.0
INV-39939700024,46,19,24.89,597.36,4.75,51,57,5,16.59,24,18.0
INV-46285000016,32,19,26.24,629.76,4.75,52,58,5,17.49,24,18.0
INV-31222000003,47,19,23.39,561.36,4.75,53,59,5,15.59,24,18.0
INV-48949100046,48,19,26.24,629.76,4.75,54,60,5,17.49,24,18.0
INV-54239700015,49,19,26.24,629.76,4.75,55,61,5,17.49,24,18.0
INV-33570700002,50,19,23.39,561.36,4.75,56,62,5,15.59,24,18.0
INV-39896400020,47,19,24.89,597.36,4.75,57,63,5,16.59,24,18.0
INV-57259800002,51,19,26.24,629.76,4.75,58,64,5,17.49,24,18.0
INV-31372800003,52,19,23.39,561.36,4.75,59,65,5,15.59,24,18.0
INV-25741300003,53,19,23.39,561.36,4.75,60,66,5,15.59,24,18.0
INV-31412600122,38,19,23.39,561.36,4.75,61,67,5,15.59,24,18.0
INV-31655800003,54,19,23.39,561.36,4.75,62,68,5,15.59,24,18.0
INV-31540800007,55,19,23.39,561.36,4.75,63,69,5,15.59,24,18.0
INV-48657600082,56,19,26.24,629.76,4.75,64,70,5,17.49,24,18.0
INV-43202000119,57,19,24.89,597.36,4.75,65,71,5,16.59,24,18.0
INV-27352000016,58,21,4.61,221.28,4.75,66,73,4,3.07,48,18.0
INV-53370200014,59,21,4.61,221.28,4.75,67,74,4,3.07,48,18.0
INV-30032300024,60,21,4.61,221.28,4.75,68,75,4,3.07,48,18.0
INV-61159800001,61,21,4.88,234.24,4.75,69,76,4,3.25,48,18.0
INV-25838800008,62,21,4.61,221.28,4.75,70,77,4,3.07,48,18.0
INV-57150000002,63,21,4.88,234.24,4.75,71,78,4,3.25,48,18.0
INV-23997000010,44,21,4.61,221.28,4.75,72,79,4,3.07,48,18.0
INV-58220300003,64,21,4.88,234.24,4.75,73,80,4,3.25,48,18.0
INV-22402600010,65,21,4.61,221.28,4.75,74,81,9,3.07,48,18.0
INV-56479000002,66,21,4.88,234.24,4.75,75,82,4,3.25,48,18.0
INV-15426200023,67,21,4.61,221.28,4.75,76,83,9,3.07,48,18.0
INV-35883700001,68,21,4.61,221.28,4.75,77,84,4,3.07,48,18.0
INV-47179400012,69,22,7.85,188.4,4.75,78,85,4,5.23,24,18.0
INV-45221200004,70,22,7.85,188.4,4.75,79,86,4,5.23,24,18.0
INV-50513400004,71,22,7.85,188.4,4.75,80,87,4,5.23,24,18.0
INV-19631200002,16,22,7.85,188.4,4.75,81,88,9,5.23,24,18.0
INV-28337000017,72,22,7.85,188.4,4.75,82,89,4,5.23,24,18.0
INV-26354800005,73,22,7.85,188.4,4.75,83,90,4,5.23,24,18.0
INV-14878100004,74,22,7.85,188.4,4.75,84,91,9,5.23,24,18.0
INV-33481700033,75,22,7.85,188.4,4.75,85,92,4,5.23,24,18.0
INV-24719000025,76,22,7.85,188.4,4.75,86,3,4,5.23,24,18.0
INV-15030700001,77,22,7.85,188.4,4.75,87,93,9,5.23,24,18.0
INV-47522800002,78,22,7.85,188.4,4.75,88,94,4,5.23,24,18.0
INV-13995300015,79,22,7.85,188.4,4.75,89,95,9,5.23,24,18.0
INV-30806900016,80,22,7.85,188.4,4.75,90,96,4,5.23,24,18.0
INV-20161800007,81,22,7.85,188.4,4.75,91,97,9,5.23,24,18.0
INV-18075800067,26,22,7.85,188.4,4.75,92,98,9,5.23,24,18.0
INV-18049200019,82,22,7.85,188.4,4.75,93,99,9,5.23,24,18.0
INV-29767500004,83,22,7.85,188.4,4.75,94,101,4,5.23,24,18.0
INV-27480600005,84,22,7.85,188.4,4.75,95,102,4,5.23,24,18.0
INV-39354900018,85,22,7.85,188.4,4.75,96,103,4,5.23,24,18.0
INV-38813800005,86,22,7.85,188.4,4.75,97,104,4,5.23,24,18.0
INV-26025700036,87,22,7.85,188.4,4.75,98,17,4,5.23,24,18.0
INV-61949600005,88,22,8.25,198.0,4.75,99,105,4,5.5,24,18.0
INV-51273500011,89,22,7.85,188.4,4.75,100,106,4,5.23,24,18.0
INV-48373400008,90,22,7.85,188.4,4.75,101,107,4,5.23,24,18.0
INV-19278200002,91,22,7.85,188.4,4.75,102,108,9,5.23,24,18.0
INV-14306700001,92,22,7.85,188.4,4.75,103,109,9,5.23,24,18.0
INV-23510000011,93,22,7.85,188.4,4.75,104,110,4,5.23,24,18.0
INV-23956000048,94,22,7.85,188.4,4.75,105,112,4,5.23,24,18.0
INV-34931300007,95,22,7.85,188.4,4.75,106,113,4,5.23,24,18.0
INV-45697000023,96,23,7.85,188.4,4.75,107,114,4,5.23,24,18.0
INV-30833000006,66,23,7.85,188.4,4.75,108,115,4,5.23,24,18.0
INV-28250400012,97,23,7.85,188.4,4.75,109,116,4,5.23,24,18.0
INV-46171300005,98,23,7.85,188.4,4.75,110,117,4,5.23,24,18.0
INV-25798600030,99,23,7.85,188.4,4.75,111,118,4,5.23,24,18.0
INV-15005400002,100,23,7.85,188.4,4.75,112,119,9,5.23,24,18.0
INV-29135900020,101,23,7.85,188.4,4.75,113,120,4,5.23,24,18.0
INV-35037000008,102,23,7.85,188.4,4.75,114,121,4,5.23,24,18.0
INV-18980300017,103,23,7.85,188.4,4.75,115,122,9,5.23,24,18.0
INV-62663300002,104,23,8.25,198.0,4.75,116,23,4,5.5,24,18.0
INV-46776900019,105,23,7.85,188.4,4.75,117,124,4,5.23,24,18.0
INV-18116500016,65,26,3.08,147.84,4.75,118,126,10,2.05,48,18.0
INV-31093600025,106,27,7.5,180.0,4.75,119,127,8,5.0,24,18.0
INV-26220600005,107,28,12.51,300.24,4.75,120,128,11,8.34,24,18.0
INV-48691800022,108,29,13.53,324.72,4.75,121,129,11,9.02,24,18.0
INV-51821100087,109,30,15.11,362.64,4.75,122,130,11,10.07,24,18.0
INV-55001100088,5,30,15.11,362.64,4.75,123,131,11,10.07,24,18.0
INV-16308200087,110,31,23.99,575.76,4.75,124,132,6,15.99,24,18.0
INV-27933900114,111,31,24.74,593.76,4.75,125,133,6,16.49,24,18.0
INV-25755700002,112,31,24.74,593.76,4.75,126,66,6,16.49,24,18.0
INV-45259800013,113,31,25.49,611.76,4.75,127,134,6,16.99,24,18.0
INV-15468400013,114,31,23.99,575.76,4.75,128,135,6,15.99,24,18.0
INV-29624000057,67,32,10.65,511.2,4.75,129,136,6,7.1,48,18.0
INV-41974000258,115,33,24.74,593.76,4.75,130,137,6,16.49,24,18.0
INV-43673900001,116,34,15.0,360.0,4.75,131,138,8,10.0,24,18.0
INV-34062800045,117,35,21.0,504.0,4.75,132,139,3,14.0,24,18.0
INV-30056200007,193,37,17.7,424.8,4.75,133,45,12,11.8,24,18.0
INV-28234000010,118,38,31.5,756.0,4.75,134,116,13,21.0,24,18.0
INV-42549200024,119,38,33.75,810.0,4.75,135,140,13,22.5,24,18.0
INV-32992000128,45,38,31.5,756.0,4.75,136,141,13,21.0,24,18.0
INV-56141000023,115,40,57.75,1386.0,4.75,137,142,13,38.5,24,18.0
INV-28206000001,85,41,24.75,594.0,4.75,138,143,5,16.5,24,18.0
INV-33570100022,36,41,24.75,594.0,4.75,139,62,5,16.5,24,18.0
INV-29111400029,120,41,24.75,594.0,4.75,140,144,5,16.5,24,18.0
INV-36404500072,121,41,24.75,594.0,4.75,141,145,5,16.5,24,18.0
INV-14851300029,122,42,27.15,651.6,4.75,142,146,14,18.1,24,18.0
INV-60818000002,123,43,34.5,828.0,4.75,143,147,14,23.0,24,18.0
INV-27538200054,118,44,22.5,540.0,4.75,144,149,4,15.0,24,18.0
INV-35006500075,119,44,24.0,540.0,4.75,145,121,4,16.0,24,18.0
INV-58156200004,119,44,26.28,630.72,4.75,146,150,4,17.52,24,18.0
INV-50205000019,124,44,24.75,594.0,4.75,147,151,4,16.5,24,18.0
INV-15651600006,125,45,11.61,278.64,4.75,148,152,4,7.74,24,18.0
INV-34497300134,124,46,16.49,395.76,4.75,149,153,4,10.99,24,18.0
INV-30226000034,36,48,24.26,582.24,4.75,150,155,15,16.17,24,18.0
INV-37698600076,5,48,26.25,630.0,4.75,151,156,15,17.5,24,18.0
INV-28565500015,126,49,31.76,762.24,4.75,152,157,15,21.17,24,18.0
INV-55033100005,127,51,8.4,403.2,4.75,153,131,13,5.6,48,18.0
INV-39918600020,128,52,16.5,378.0,4.75,154,159,13,11.0,24,18.0
INV-27543600087,129,52,15.75,378.0,4.75,155,149,13,10.5,24,18.0
INV-59831800014,130,52,16.5,396.0,4.75,156,160,13,11.0,24,18.0
INV-46617100120,45,52,16.5,396.0,4.75,157,161,13,11.0,24,18.0
INV-25094600019,131,52,15.75,378.0,4.75,158,162,13,10.5,24,18.0
INV-22088200083,5,52,15.75,378.0,4.75,159,163,13,10.5,24,18.0
INV-22387800016,132,52,15.75,378.0,4.75,160,81,13,10.5,24,18.0
INV-60034500009,133,52,16.5,396.0,4.75,161,164,13,11.0,24,18.0
INV-58459800005,36,53,16.5,396.0,4.75,162,165,13,11.0,24,18.0
INV-16624200010,134,53,15.75,378.0,4.75,163,167,13,10.5,24,18.0
INV-34873200088,135,53,15.75,378.0,4.75,164,168,13,10.5,24,18.0
INV-58104600026,7,53,16.5,396.0,4.75,165,169,13,11.0,24,18.0
INV-60374400015,7,53,16.5,396.0,4.75,166,170,13,11.0,24,18.0
INV-37500500041,36,53,15.75,378.0,4.75,167,171,13,10.5,24,18.0
INV-19934200021,136,54,26.25,630.0,4.75,168,172,13,17.5,24,18.0
INV-53993300012,137,54,27.0,648.0,4.75,169,173,13,18.0,24,18.0
INV-38444900083,138,54,26.25,630.0,4.75,170,174,13,17.5,24,18.0
INV-53080700037,126,55,17.25,414.0,4.75,171,176,12,11.5,24,18.0
INV-55278600027,139,55,17.25,414.0,4.75,172,177,12,11.5,24,18.0
INV-33653800015,30,56,6.38,153.12,4.75,173,178,10,4.25,24,18.0
INV-27908000019,140,57,16.5,396.0,4.75,174,179,13,11.0,24,18.0
INV-32871200015,141,58,15.0,360.0,4.75,175,180,16,10.0,24,18.0
INV-60013900008,142,59,12.0,288.0,4.75,176,181,8,8.0,24,18.0
INV-24544100021,135,60,21.0,504.0,4.75,177,182,17,14.0,24,18.0
INV-34022400087,133,60,21.0,504.0,4.75,178,184,17,14.0,24,18.0
INV-54431600009,143,61,34.5,828.0,4.75,179,185,12,23.0,24,18.0
INV-49233800023,119,61,34.5,828.0,4.75,180,186,12,23.0,24,18.0
INV-37111700127,144,61,33.74,809.76,4.75,181,187,12,22.49,24,18.0
INV-55580100009,145,62,30.0,720.0,4.75,182,188,16,20.0,24,18.0
INV-62468000014,4,62,30.0,720.0,4.75,183,189,16,20.0,24,18.0
INV-19711900018,146,63,3.14,150.72,4.75,184,32,13,2.09,48,18.0
INV-36142800007,25,63,3.14,150.72,4.75,185,190,13,2.09,48,18.0
INV-50844700001,147,65,5.99,143.76,4.75,186,191,18,3.99,24,18.0
INV-21587400015,10,65,5.25,126.0,4.75,187,192,18,3.5,24,18.0
INV-24945400016,148,65,5.25,126.0,4.75,188,193,18,3.5,24,18.0
INV-20870100058,149,65,5.25,126.0,4.75,189,194,18,3.5,24,18.0
INV-38240500009,150,65,5.25,126.0,4.75,190,195,18,3.5,24,18.0
INV-43754900017,10,65,5.25,126.0,4.75,191,197,18,3.5,24,18.0
INV-56091000021,151,66,3.14,150.72,4.75,192,198,18,2.09,48,18.0
INV-52050200033,152,66,3.14,150.72,4.75,193,199,18,2.09,48,18.0
INV-18773600030,153,66,3.14,150.72,4.75,194,200,18,2.09,48,18.0
INV-50390800007,154,67,5.99,143.76,4.75,195,201,18,3.99,24,18.0
INV-19453700012,81,67,5.25,126.0,4.75,196,202,18,3.5,24,18.0
INV-17818500150,138,68,5.25,126.0,4.75,197,203,16,3.5,24,18.0
INV-25065700013,155,69,6.14,147.36,4.75,198,204,19,4.09,24,18.0
INV-27406100007,155,69,6.14,147.36,4.75,199,205,19,4.09,24,18.0
INV-44181200006,156,70,5.25,252.0,4.75,200,206,5,3.5,48,18.0
INV-53693800007,123,71,44.76,1074.24,4.75,201,207,14,29.84,24,18.0
INV-54966200005,115,72,26.25,630.0,4.75,202,208,4,17.5,24,18.0
INV-31113400012,157,73,20.25,486.0,4.75,203,127,5,13.5,24,18.0
INV-37852500001,158,74,11.25,540.0,4.75,204,22,12,7.5,48,18.0
INV-29640500093,159,75,23.36,560.64,4.75,205,209,12,15.57,24,18.0
INV-34600800011,160,75,23.36,560.64,4.75,206,210,12,15.57,24,18.0
INV-40121000019,161,75,23.36,560.64,4.75,207,211,12,15.57,24,18.0
INV-15180200008,112,75,23.36,560.64,4.75,208,212,12,15.57,24,18.0
INV-40944700012,143,75,23.36,560.64,4.75,209,213,12,15.57,24,18.0
INV-59765600014,36,75,23.87,572.88,4.75,210,214,12,15.91,24,18.0
INV-54617200006,162,75,23.87,572.88,4.75,211,6,12,15.91,24,18.0
INV-59914100013,163,75,23.87,572.88,4.75,212,215,12,15.91,24,18.0
INV-20976100041,120,77,24.75,594.0,4.75,213,216,5,16.5,24,18.0
INV-53506500040,32,77,26.24,629.76,4.75,214,217,5,17.49,24,18.0
INV-25022500055,21,78,20.25,486.0,4.75,215,218,13,13.5,24,18.0
INV-29165300047,119,79,17.31,415.44,4.75,216,219,13,11.54,24,18.0
INV-25590700050,164,80,34.13,819.12,4.75,217,220,20,22.75,24,18.0
INV-57832100006,123,82,28.01,672.24,4.75,218,222,14,18.67,24,18.0
